G01	2	  -9076349.18571904	  19218108.30053885	  15925368.52821522
G01	4	  14287462.23853633	 -21457577.49033960	   5443369.46424840
G01	6	  13687583.45406645	  -7650520.78862783	  21179490.01388997
G01	8	 -19360343.42713585	  -9971364.64333198	 -15220162.51646513
G01	10	 -21539145.97085420	 -14688659.02301752	   6100424.81202803
G01	12	  -8093547.83307540	 -13807235.40103141	  21455408.28930796
G01	11	  -8252546.03332797	 -13791611.33473585	  21406207.16652960
G01	13	  -9186962.68351991	  19280092.90246628	 -15782566.21965750
G01	16	 -14276951.87128629	  21360419.13188227	   5829072.25719143
G01	18	 -13725518.30525604	   7313221.45856502	  21276775.06103846
G01	20	  19481357.55328407	  10178582.80991681	 -14933542.99034170
G01	22	  21443277.75971216	  14670962.58448096	   6478020.61450027
G02	1	 -21857369.17209635	  14500666.99114330	  -3101181.62603419
G02	4	 -16324457.66491644	   2912128.79307340	 -20094794.28359586
G02	6	 -13641254.07876624	 -15974082.05520028	 -15695254.80481783
G02	8	  13500208.25973307	  22501406.45820373	  -5110606.59009604
G02	10	   2467682.97705294	  16833599.52804883	 -21051356.10625882
G02	12	 -15264919.86837869	  14414871.52802138	 -16824617.46581232
G02	14	  21821573.26038125	 -14394396.28399343	  -3681014.94878671
G02	16	  16216494.59378138	  -2589417.32877239	 -20223432.33389268
G02	18	  13653319.37958847	  16237712.14864944	 -15423791.59536191
G02	20	 -13424049.78327897	 -22466981.57868397	  -5493771.71888542
G02	22	  -2165513.16471427	 -16729708.53612597	 -21169334.52250345
G02	21	  -2309632.99829113	 -16779596.03711572	 -21113534.79258005
G02	23	  15398259.34849066	 -14421931.80210996	 -16690979.70796199
G03	2	   2700691.95451959	  16911180.89765701	  20384327.14844607
G03	4	 -15565296.18752512	  13181970.29776330	  17023910.94872738
G03	6	  22815204.72603446	 -13049137.05410534	   3418709.03890079
G03	8	  16745449.02100503	  -2437864.50172909	  20389825.15168420
G03	7	  16806054.52908793	  -2581708.52958529	  20321826.02002348
G03	9	  13094226.43444575	  15780352.72035607	  16869555.17245689
G03	12	 -12984570.97181189	 -22928708.59435602	   3757584.09384359
G03	14	  -2408285.28153590	 -16787337.13071493	  20522236.01544534
G03	16	  15829069.06168154	 -13183410.17757512	  16775913.35160382
G03	18	 -22788119.32212601	  12987894.86594440	   3805054.13506337
G03	20	 -16622048.00046861	   2140919.63861037	  20524293.42738620
G03	22	 -13097982.19173678	 -16170657.87016562	  16495723.79439624
G04	2	   2926278.84012888	  26286760.46327128	  -2215652.37756066
G04	4	   1960475.78921140	 -19669703.50571854	 -17661771.01031705
G04	6	  16168117.61562401	  -7279768.83615753	 -19687318.23259171
G04	8	  26311878.38581430	  -2751696.69957273	  -1796268.89150087
G04	10	 -19460107.40624432	  -2233592.73680931	 -17921459.31096943
G04	12	  -7140010.82716720	 -16433985.10219002	 -19607590.81799755
G04	14	  -2722826.07169739	 -26353327.06775356	  -1582852.55665654
G04	16	  -2348821.44745662	  19294388.42116465	 -18023491.00043606
G04	18	 -16644126.20329267	   6940264.63323637	 -19411555.36638258
G04	20	 -26369038.41407091	   2547056.17517614	  -1161951.09107898
G04	22	  19081022.60816083	   2623524.42527148	 -18273946.16634845
G05	0	  -3078374.57966248	  18360203.18142962	  18732162.45765040
G05	2	 -17878125.28613728	   6573912.93382991	  18449970.09929658
G05	4	  26527053.82885341	  -2698270.79626438	    482679.44913633
G05	6	  18534660.46425613	   3096079.57986782	  18979192.93826964
G05	8	   6890284.06237793	  17666589.01219844	  18653858.58230053
G05	10	  -2905403.02278952	 -26288298.88723629	    321846.84669186
G05	12	   3280893.01665159	 -18126940.12276460	  18924955.07209017
G05	11	   3185519.93732364	 -18238135.77298473	  18833701.60273406
G05	13	  18017513.68602143	  -6498903.14448988	  18342639.91943742
G05	16	 -26523328.03715714	   2654486.41518474	    877129.92726696
G05	18	 -18303929.73887238	  -3293920.85907041	  19167855.89826150
G05	20	  -6751840.56952682	 -17930044.23764466	  18448189.40832891
G05	22	   2857329.30143475	  26283734.60497788	    719425.00777269
G06	2	 -21661968.44343264	   2708378.61836537	 -15100069.76302375
G06	4	 -10408137.39307744	 -11749550.50051286	 -21373708.07305261
G06	6	  -6334818.93870985	 -25040958.95578206	  -6079354.42385329
G06	8	   2522906.20776774	  21546447.32553520	 -15354375.89265491
G06	10	 -11951369.93479813	  10358864.82911916	 -21390887.80986563
G06	12	 -25092041.87060040	   6408716.13418500	  -6012107.98186746
G06	14	  21480346.46307657	  -2557613.32275735	 -15381939.26761785
G06	16	  10264271.71823088	  12046016.02131211	 -21277848.76229605
G06	18	   6318065.14586684	  25134362.95624140	  -5702118.60036470
G06	20	  -2370185.20762670	 -21363636.23218442	 -15632865.92321088
G06	19	  -2446608.12220137	 -21453936.92993157	 -15496261.26924488
G06	21	  12100601.73718478	 -10287305.99286281	 -21341590.98330701
G07	2	   8029168.79383174	  13247437.08638337	 -21846311.13389948
G07	4	   3590432.43704667	 -24093258.64645004	  10268432.02789295
G07	6	   6589889.69243050	 -22548229.53844263	 -11633405.35634238
G07	8	  13710719.91523734	  -6840703.39583956	 -21434819.11008691
G07	10	 -24631123.73992453	  -4534798.75474613	   9246546.70172888
G07	12	 -22954154.86244858	  -6887415.34630202	 -12235860.23846816
G07	14	  -7755486.18745674	 -13429893.01711781	 -21827784.80822575
G07	16	  -3687581.62627811	  24216098.68012002	   9924248.97578088
G07	18	  -6639409.96314195	  22361994.04893233	 -11958289.27158676
G07	20	 -13902654.21427867	   6562047.87059160	 -21404494.43756664
G07	19	 -13807839.74723321	   6699667.38851321	 -21420173.08411577
G07	21	  24691435.48069633	   4578118.94672128	   9071140.61799170
G08	2	   6653644.38962278	 -22180270.49293089	  12836801.54921201
G08	1	   6631151.84916826	 -22275838.91887130	  12680286.82095088
G08	3	 -13737283.04403805	   6500170.09386632	 -21831095.83630249
G08	6	 -24752200.74510365	  -4407004.45428965	  -8941472.96963537
G08	8	 -22424810.43572118	  -6522002.83029773	  12822222.21370224
G08	10	   6604781.96251391	  13634072.30736671	 -21763593.67101276
